idDriver,idBike,unlock_date,lock_date,distance,trip_duration_category,station_unlock_count,travel_direction,lock_unlock_time_gap_hours
5278,160,3,3,479,0,107,1,0
7285,2573,10,10,7528,0,75,1,0
9268,2254,15,16,9625,1,15,0,0
3090,112,1,1,3106,0,89,1,0
6401,622,20,21,6279,1,139,0,0
11450,1457,11,11,11682,1,43,0,0
7390,2114,6,6,7649,0,128,1,0
7807,25,10,10,8093,0,79,0,0
9721,477,10,10,11127,0,89,0,0
11650,2280,20,21,15286,0,68,0,0
8382,528,6,6,2156,0,186,0,0
8530,1114,7,7,9400,1,30,1,0
7339,164,5,5,7585,1,110,1,1
1463,1148,20,21,11972,0,101,1,0
5372,2355,3,3,5422,0,56,1,0
10609,1429,9,9,4940,1,122,0,0
3708,1958,2,2,3708,0,170,1,0
1027,841,0,0,990,0,90,0,0
2666,432,1,1,2662,1,76,1,1
9467,1013,19,20,1424,0,50,1,1
13181,3061,15,16,8872,0,32,1,0
7860,656,6,6,8147,1,176,0,1
1271,1554,1,1,2512,0,161,1,0
8445,2305,18,19,7342,1,171,1,0
5768,735,4,4,3246,0,21,0,0
1106,3085,18,19,9001,1,88,1,0
3854,4,8,8,9988,0,127,1,0
2908,1815,2,2,1702,1,53,1,0
15978,1168,22,23,920,0,127,1,0
15297,140,28,29,5745,0,10,0,0
7078,1268,24,25,7283,1,139,1,1
17080,938,25,26,17092,1,112,0,1
5727,912,22,23,7876,1,28,1,0
6644,1351,5,5,6599,0,1,0,0
5740,1654,4,4,2277,0,71,0,0
10037,1547,17,18,10321,0,148,1,0
14057,360,17,18,14100,1,139,1,0
2924,136,6,6,24,1,6,2,0
1385,915,5,5,6716,1,47,1,1
4493,2928,16,17,13450,0,180,0,0
2692,842,1,1,2684,1,46,0,1
4389,1169,7,7,1611,0,112,0,0
423,1149,5,5,7185,1,58,0,1
12341,540,14,15,284,1,89,0,0
3821,566,27,28,15089,1,56,0,1
6543,62,5,5,6699,0,29,1,1
11945,2524,29,30,598,0,38,0,0
17806,425,28,29,18145,1,75,1,0
6525,552,17,18,6677,0,58,0,0
10719,1109,9,9,10916,2,13,0,1
1413,2290,18,19,4619,0,26,1,0
7333,1489,6,6,8732,0,161,1,0
2602,337,9,9,10627,1,1,1,0
12236,271,13,14,12558,2,152,0,0
1416,2438,11,11,5119,1,112,0,0
3430,1857,26,27,17342,0,95,1,0
8486,1614,6,6,8828,0,153,0,1
5156,3169,24,25,671,0,86,1,1
4801,2248,3,3,2417,0,145,1,0
6308,2747,10,10,10765,0,84,1,0
7622,2264,7,7,1264,2,112,0,4
7424,2604,26,27,7829,0,95,0,1
8872,637,23,24,2202,0,48,0,1
8802,9,7,7,3867,0,94,1,1
14644,2135,26,27,740,1,13,1,1
8112,2407,6,6,8419,0,178,1,0
14523,3126,24,25,14569,0,28,0,0
869,2043,7,7,4864,1,21,0,0
5358,2352,3,3,5411,0,94,0,0
1276,1412,28,29,1265,0,107,1,0
18343,2877,29,30,13652,1,100,1,1
3380,1169,2,2,3401,1,111,0,0
10726,701,12,13,10921,0,115,0,0
6950,1062,5,5,628,0,133,0,0
3189,1813,1,1,3204,0,51,1,0
2943,2652,11,11,11844,1,106,0,0
1775,1312,20,21,1763,0,107,1,1
2310,1408,20,21,4265,1,115,0,1
5537,2250,5,5,4599,0,85,0,0
1588,2263,19,20,8236,0,84,1,0
3335,1854,2,2,3359,0,99,0,0
11286,307,17,19,14102,2,152,0,16
15963,1069,25,26,17125,1,137,1,0
575,2168,11,11,5069,0,20,0,0
14770,1922,18,19,14848,1,11,0,0
3339,2497,21,22,3361,0,115,1,0
3787,424,27,28,5549,0,36,0,0
11940,563,14,15,4181,0,28,0,0
2949,1707,29,30,24,2,35,2,1
8417,729,20,21,15668,0,14,1,0
8002,3045,13,14,6219,0,178,1,0
2136,97,28,29,2131,1,11,0,1
3605,1729,7,7,173,0,113,1,0
3549,1851,2,2,3557,0,159,0,0
9441,1736,18,19,14815,0,14,1,1
11831,3208,27,28,12113,0,14,1,1
2702,1123,25,26,6950,0,73,0,0
3354,724,24,25,2149,1,137,1,0
8516,1692,9,9,10500,2,129,0,1
689,364,5,5,6792,0,62,0,1
1021,3169,28,29,7217,0,124,1,1
2925,3191,23,24,1122,0,98,1,0
1437,913,0,0,1423,0,94,0,0
7198,828,20,21,6668,0,35,1,0
11844,464,26,27,7699,1,76,1,0
8336,600,25,26,2342,0,183,0,0
3981,828,2,2,3967,1,115,1,0
3895,230,5,5,7175,0,83,1,0
681,711,12,13,661,1,88,1,0
15676,1069,21,22,15806,1,12,0,0
16037,581,23,24,2602,0,131,1,0
18167,1568,28,29,3577,0,115,1,0
4628,577,26,27,4657,0,41,0,0
3888,2560,5,5,7238,0,132,0,0
4382,1937,3,3,905,0,131,1,0
8678,369,19,20,5911,0,94,0,0
7284,2437,5,5,7527,0,182,0,0
12108,1920,19,20,8373,0,44,0,0
1299,3103,24,25,7522,0,55,0,0
2833,1577,28,29,1679,1,16,0,1
26,2620,29,30,18096,0,17,1,0
382,19,5,5,1788,1,40,0,0
258,144,8,8,249,0,131,1,0
6441,19,7,7,2841,1,26,1,0
1955,818,5,5,7512,1,32,1,0
10960,2090,20,21,7599,1,29,1,0
1960,1346,0,0,1956,0,107,0,1
7883,755,6,6,7260,0,129,0,0
1705,2858,18,19,1697,0,94,0,0
3755,1351,4,4,3125,1,77,0,0
35,35,0,0,35,0,10,1,0
1184,1067,1,1,1915,0,122,1,0
11870,1177,24,25,9466,0,87,1,0
3287,693,1,1,3312,0,78,1,0
7275,1463,20,21,6064,1,44,1,0
6685,2740,12,13,4560,1,12,0,1
16604,888,24,25,16601,1,107,1,1
1430,255,0,0,1417,0,96,1,0
558,922,24,25,537,1,35,0,0
18409,1173,29,30,6664,1,53,1,4
12825,1809,14,15,2454,0,114,0,4
17223,3173,29,30,4135,0,104,0,0
291,541,20,21,281,0,135,1,0
17142,806,25,26,3667,0,25,1,0
13611,1904,16,17,13705,2,95,0,0
5078,3093,27,28,17657,1,58,1,0
4160,246,2,2,4168,0,5,0,0
2381,1208,15,17,1573,0,38,1,1
5944,676,17,18,14328,1,177,1,1
1288,169,0,0,1276,1,62,1,1
5385,2357,3,3,5436,1,42,0,1
13366,264,15,16,12539,0,7,0,0
3895,1189,20,21,9964,0,141,1,1
1796,1645,5,5,2952,0,119,0,0
3009,2997,28,30,18200,2,163,1,1
411,1354,4,4,5539,1,69,0,1
13613,928,16,18,11233,2,6,0,12
4183,1483,2,2,4194,0,91,1,0
1699,3075,26,27,17597,1,85,1,0
16680,1045,24,25,16680,1,66,1,0
3122,2146,20,21,8121,1,74,1,0
1720,1435,16,17,13553,0,127,1,0
11663,770,16,17,9330,0,140,1,1
450,410,0,0,433,1,150,1,0
6720,1283,13,14,11174,0,42,0,0
9367,151,25,26,6424,2,135,0,0
6507,2,26,27,9887,1,11,0,0
14241,1888,25,26,1638,0,104,0,0
2836,1337,23,24,919,0,110,1,0
7858,645,11,11,10522,0,167,0,0
13569,708,16,17,13665,0,78,0,1
14717,957,28,29,7449,1,113,0,0
269,1281,0,0,1829,0,21,0,1
10049,2407,8,8,8752,0,129,0,0
10408,1437,14,15,12907,0,126,0,0
3511,1110,3,3,3624,0,53,1,0
1400,243,27,28,5397,1,8,0,1
1030,1437,10,10,1010,0,125,1,0
6374,1587,18,19,9801,1,152,0,1
29,1681,22,23,1933,1,75,1,0
1155,1767,14,15,1494,0,91,0,0
7805,3149,24,25,8087,1,13,1,1
1016,481,15,16,996,0,8,0,0
6774,2597,5,5,24,2,115,2,4
10520,1917,27,28,8218,1,65,1,0
7846,1380,13,14,3893,0,16,1,0
12662,323,24,25,15678,1,116,1,1
11387,1994,11,11,637,1,71,0,0
9814,405,17,18,1424,1,50,1,0
6533,2551,5,5,5125,1,97,0,0
3963,469,27,28,851,0,15,0,0
4806,1805,3,3,4854,1,19,1,0
2323,70,23,24,16457,1,153,0,0
247,240,0,0,30,0,74,1,0
9165,1789,19,20,4597,0,150,0,0
15176,2163,20,21,15264,1,67,0,1
12483,3057,13,14,5155,0,178,0,0
4942,783,3,3,4176,0,11,1,0
2552,1518,1,1,2552,0,158,0,0
3861,1370,2,2,3846,0,16,0,0
7021,346,17,18,2849,2,155,1,4
447,407,0,0,430,1,46,0,0
13988,920,17,18,2973,0,92,1,0
455,2897,7,7,9650,0,46,1,0
9187,2185,22,23,862,1,26,1,0
381,2401,5,5,7085,1,135,1,0
4129,70,19,20,6555,0,5,0,0
6085,3118,20,21,9615,1,98,1,0
4969,2410,16,17,2207,0,95,0,0
4776,737,3,3,4819,0,66,1,0
15299,1398,20,21,1614,0,136,1,1
1280,2881,14,15,6813,1,180,0,1
3590,2066,23,24,3597,1,117,1,0
4863,1078,5,5,5755,1,0,0,0
9274,697,22,23,14532,0,176,1,1
4347,1601,24,25,4443,1,141,0,1
14413,920,23,24,11175,0,141,0,0
912,815,23,24,3828,0,95,1,0
5251,2008,20,21,5233,0,12,1,1
16139,2231,23,24,16251,0,167,0,0
7587,1805,18,19,294,1,89,0,1
5381,311,3,3,5433,0,17,0,0
12116,2033,13,14,12674,1,130,0,0
4423,1395,11,11,11250,0,143,0,0
1584,483,14,15,13034,2,183,0,0
4654,902,4,4,24,2,64,2,0
11451,1036,28,29,2806,0,24,0,0
10429,1860,16,17,24,2,136,2,1
761,821,26,27,17406,2,116,0,1
932,516,24,25,16633,1,56,1,1
14370,2110,17,18,1747,0,42,0,0
616,10,12,13,12397,1,30,1,12
2370,1970,19,20,9337,0,51,0,0
11578,2565,19,20,3677,0,74,1,0
12269,1463,16,17,12424,0,67,1,1
10305,765,29,30,331,0,112,0,0
5346,2940,28,29,2470,0,50,0,0
8826,2293,7,7,6021,0,53,0,1
4225,840,2,2,2205,0,57,0,0
4175,1167,12,13,3530,0,79,0,0
1842,1161,23,24,1830,0,130,1,0
6694,1136,5,5,24,1,97,2,1
9447,454,7,7,5418,0,82,1,0
287,350,10,10,11457,0,137,1,0
1119,781,16,17,1430,0,94,1,0
9004,2916,9,9,24,2,25,2,1
4939,393,3,3,24,2,53,2,1
10327,2439,28,29,1511,0,77,1,1
8992,1051,7,7,3985,0,125,1,0
2090,1751,23,24,15988,1,164,1,0
7483,324,5,5,7753,0,17,0,0
9039,1067,17,18,8790,0,140,0,1
779,508,0,0,1161,1,166,1,1
2606,2124,3,3,558,0,135,1,0
668,792,10,10,648,1,37,0,1
5119,2703,29,30,535,0,46,0,0
14962,886,19,20,1442,0,52,0,0
3910,671,26,27,17511,2,12,0,1
9755,2032,29,30,1649,0,67,1,0
375,636,4,4,1328,1,112,0,1
7208,1630,7,7,9832,1,44,1,1
8549,2074,20,21,8906,0,100,0,0
2062,55,0,0,2052,1,36,0,1
5823,1123,28,29,12972,0,48,0,1
10884,3013,25,26,9007,0,149,0,0
506,3156,28,29,489,0,3,1,0
12766,414,18,19,3901,0,13,0,0
3030,2088,2,2,880,0,177,0,0
2002,169,7,7,174,0,104,1,0
7762,1138,7,7,7160,1,5,1,0
15245,242,29,30,3413,0,21,1,0
7188,783,25,26,2189,1,118,1,1
12953,857,14,15,13169,2,46,1,0
6343,2295,4,4,6475,1,166,0,0
3301,510,25,26,17261,1,70,0,1
380,1542,29,30,1089,0,53,1,0
4780,1617,8,8,10071,0,37,0,0
1278,1372,7,7,9569,0,48,0,0
2752,1238,5,5,7164,0,110,0,0
1596,1412,19,20,7140,0,4,0,0
3435,1429,7,7,3458,0,9,1,0
1565,2120,23,24,9458,0,145,0,1
2009,2702,7,7,1997,1,78,0,0
14483,992,18,19,6672,1,168,0,1
6213,2364,4,4,1214,0,42,0,0
10848,456,10,10,11049,0,66,1,1
6988,2306,20,21,15533,0,152,1,1
7362,639,26,27,7934,0,177,1,0
13558,2660,28,29,17552,0,84,1,0
9724,139,8,8,5525,0,97,1,0
4314,2678,24,25,11950,1,29,1,1
8390,1047,18,19,7749,0,119,1,1
2547,1293,29,30,2549,0,38,0,0
706,465,2,2,3716,1,163,1,1
7174,1258,5,5,7730,0,16,0,0
6497,1217,4,4,6653,0,102,1,0
11420,884,14,15,4244,1,43,0,0
14889,2713,19,20,24,1,17,2,0
11417,355,28,29,3527,2,96,1,0
1981,286,12,13,12054,0,62,1,0
3125,1700,28,29,18162,0,154,0,0
16197,1404,23,24,16287,0,81,0,0
577,55,7,7,9037,1,144,0,0
1511,547,18,19,8606,0,61,0,1
4061,2217,9,9,4049,0,119,0,0
10015,1155,27,28,6045,1,76,0,1
70,70,0,0,70,0,18,0,0
4373,463,20,21,524,0,152,1,0
3598,633,17,19,14018,1,188,1,1
1746,432,3,3,4400,2,161,0,1
2822,416,1,1,2813,0,37,0,0
8127,415,18,19,3943,0,164,1,0
3030,1230,18,19,14542,1,153,1,0
901,727,0,0,876,0,167,1,0
8960,508,20,21,15725,2,35,0,1
3234,53,16,17,3257,0,145,0,0
17442,2803,26,27,13792,0,158,0,0
4474,2062,24,25,4497,0,189,1,0
3542,1433,3,3,3800,0,110,0,0
580,431,9,9,5623,0,135,1,0
725,512,4,4,2699,1,24,1,0
2408,14,6,6,1491,1,0,1,1
12167,2736,20,21,1913,0,64,1,0
6698,1155,5,5,6880,0,91,0,0
7537,1607,11,11,3554,0,56,1,0
13135,953,15,16,6579,1,86,1,1
1431,88,20,21,15612,1,87,0,1
4241,1066,4,4,2688,0,56,0,0
3675,2086,2,3,3676,2,36,0,7
2528,896,19,20,1918,1,157,0,0
2689,898,1,1,2682,2,11,0,0
309,2338,5,5,2208,1,38,1,1
971,2279,15,16,13353,1,45,0,1
10939,1277,27,28,14108,1,75,0,1
16952,2662,27,28,11397,0,63,1,0
7626,2219,6,6,3159,1,12,0,1
563,126,0,0,542,0,73,0,0
6478,1560,13,14,8063,1,95,1,0
10192,1144,9,10,2685,0,78,0,1
12523,1726,13,14,670,0,64,0,0
15994,2180,22,23,3919,1,50,1,0
1045,2102,28,29,4263,0,113,0,0
13938,2763,19,20,15205,1,142,1,1
4352,151,9,9,10448,0,10,0,0
5267,2333,3,3,5317,1,167,1,0
10570,1433,26,27,11431,0,70,0,0
10637,875,9,10,10845,2,187,0,19
17068,2302,27,28,15017,0,95,1,0
466,1429,28,29,2040,1,112,0,0
1236,1959,28,29,3101,0,80,0,0
4030,1041,28,29,17976,0,115,0,1
6056,471,19,20,24,2,28,2,0
1073,923,8,8,1054,0,94,0,0
15534,1087,23,24,16501,1,28,1,0
10884,1965,10,10,10020,0,70,0,0
17586,2781,27,28,5673,1,39,0,1
6715,483,5,5,2583,0,24,0,1
5445,110,24,25,1703,0,0,0,0
848,2111,4,4,6182,1,5,0,0
11039,118,20,21,11786,0,124,0,0
5004,2574,20,21,7331,1,144,0,0
17584,2213,27,28,7238,0,132,0,0
1917,169,6,6,5229,1,55,1,0
800,499,0,0,775,0,161,0,0
5468,391,4,4,24,0,9,2,1
17635,522,28,29,6886,1,104,0,0
7537,1833,6,6,3554,0,56,1,0
4565,1491,6,6,373,0,5,0,0
14566,1263,18,19,7066,1,126,0,0
7591,254,5,5,1023,1,72,1,0
14769,52,18,19,2651,0,67,1,0
4873,2145,15,16,4921,1,121,1,0
8447,2646,25,26,8433,0,95,0,0
4658,817,3,3,1678,0,132,1,1
1115,115,26,27,3694,0,10,1,0
4560,1454,16,17,13772,0,83,0,0
4122,442,20,21,4199,0,77,1,0
17608,866,27,28,13277,0,177,0,1
718,729,17,18,8877,0,73,1,0
9189,1056,7,7,9543,0,36,1,0
15026,463,19,20,5966,0,66,1,0
18435,1201,29,30,3888,1,177,0,1
727,1154,16,17,8394,1,94,0,0
10800,1744,9,9,11002,1,28,1,0
3307,1811,17,18,6684,1,85,0,0
3072,676,1,1,3086,0,170,0,0
8993,957,9,9,5807,0,26,1,0
2966,403,13,14,7182,0,23,0,1
2296,320,18,19,14736,0,1,1,0
6383,1767,4,4,6519,1,183,0,0
528,1585,3,3,5238,0,71,0,0
13179,2815,22,23,15689,1,15,0,1
1770,1379,12,13,6938,2,93,1,1
7791,1390,7,7,8073,1,77,1,1
9161,382,7,7,6918,0,73,0,0
12610,1200,13,14,1791,0,70,0,0
2912,1612,28,29,7993,0,119,0,0
3402,894,2,2,3321,2,110,0,1
1123,984,10,10,1109,0,131,1,0
6027,818,12,13,871,0,168,1,0
16295,2173,23,24,4514,1,121,1,0
1018,1088,17,18,2979,1,20,0,0
12049,2746,12,13,2319,1,39,0,0
5176,2264,11,11,2248,1,110,1,0
6445,1397,27,28,8685,0,110,0,0
7343,2378,20,21,15379,1,11,0,1
8374,1506,20,21,13348,1,113,0,0
14453,505,28,29,5477,1,98,1,0
10380,1048,9,9,10620,0,165,0,0
5708,835,21,22,828,1,51,1,0
5525,176,24,25,16846,0,97,0,0
6215,569,23,24,3313,0,18,0,0
933,1169,25,26,10296,1,182,1,1
2556,400,26,27,17536,0,43,0,0
159,118,11,11,157,0,13,1,0
4733,2657,12,13,12072,0,178,1,0
2469,1524,17,18,2466,0,125,0,0
2642,2465,4,4,6095,0,174,0,0
18010,2019,28,29,11375,1,64,0,0
5833,2407,4,4,5907,0,42,0,0
12597,2847,13,14,1347,0,71,0,1
4894,1930,18,19,14895,0,164,1,0
12829,463,14,15,996,1,8,0,0
9165,1641,20,21,4597,0,150,0,0
7576,709,27,28,9405,0,155,1,1
1516,1635,10,10,296,0,124,0,0
6759,15,5,5,6937,1,74,1,0
6084,2478,29,30,6184,0,121,0,1
656,581,0,0,636,0,169,1,0
6828,2047,5,5,2210,0,62,0,0
13905,1174,17,18,10225,1,175,1,1
13424,2879,16,17,5165,0,108,1,0
1267,985,0,0,373,0,16,1,0
9021,1729,8,8,2519,0,20,1,0
15542,357,20,21,4232,0,1,1,1
7016,2631,5,5,7217,0,71,0,0
591,3015,28,29,5802,0,70,0,1
14787,2091,18,19,10044,0,70,0,0
13052,213,15,16,3224,0,78,0,1
11169,242,11,11,11619,0,131,0,0
2510,1524,26,27,2513,0,79,0,0
12015,1055,18,19,12295,0,22,1,0
8158,1341,6,6,8469,1,24,1,0
17348,1651,26,27,17391,0,74,1,0
12154,2101,13,14,9472,0,65,0,0
14627,2126,18,19,14666,0,68,1,0
6458,1012,20,21,1633,0,7,1,0
11720,2816,13,14,6005,0,40,0,1
990,2231,21,22,10364,1,147,1,1
1237,966,0,0,1224,0,181,1,0
2229,1390,22,23,10503,1,43,0,1
9672,2460,8,8,10020,0,70,0,0
11184,2733,10,10,6305,0,2,0,0
7805,1986,6,6,8087,1,23,0,0
14251,745,28,29,18339,0,44,0,0
1667,37,18,19,13889,1,5,0,1
744,2500,21,22,205,2,121,1,0
6324,858,18,19,6449,0,26,1,0
9841,1365,25,26,16256,1,113,0,0
8901,1586,7,7,9312,0,19,1,0
3362,1864,2,2,2620,0,78,1,0
10994,2779,11,11,11743,1,45,1,0
1249,1331,1,1,3155,0,90,1,1
6730,2582,5,5,2998,0,6,0,1
201,1485,11,11,11694,1,13,1,0
16649,2966,28,29,5827,2,24,0,3
16553,1601,24,25,16292,0,129,0,0
2518,779,18,19,12531,1,106,0,1
6962,1909,5,5,7162,0,86,1,0
2609,1796,29,31,387,2,130,0,11
468,2359,3,3,5467,0,14,1,0
15088,560,19,20,1815,2,5,1,4
1695,736,1,1,2977,0,26,1,0
4489,3213,28,29,17952,0,19,0,0
11100,814,29,30,18471,1,30,1,1
360,2524,14,15,12875,1,85,0,0
1951,848,20,21,7731,0,60,0,0
8986,1653,19,20,10060,1,36,0,0
5514,1392,4,4,4176,0,11,1,0
2602,565,17,18,8846,1,69,1,1
14390,2781,21,22,24,1,171,2,5
4069,213,23,24,24,1,113,2,1
10900,2332,11,11,463,0,113,0,0
1040,2678,5,5,1023,0,72,1,0
5431,1956,12,13,253,0,97,1,0
2125,2988,28,29,1762,0,32,0,0
17551,1429,26,27,17594,1,97,1,0
9139,3117,21,22,1621,0,25,0,0
3866,1482,29,30,11718,0,12,0,0
14377,681,24,25,11656,0,51,1,0
15478,1609,20,21,12296,1,118,1,0
8442,294,27,28,15867,0,158,0,0
2632,1013,18,19,14829,0,95,0,0
257,2117,27,28,248,0,174,0,0
2960,842,29,30,8438,1,159,0,0
6847,1084,24,25,7032,0,135,1,0
3243,2573,20,21,15260,0,116,1,0
491,441,0,0,475,0,79,1,1
2122,160,28,29,18058,0,74,1,0
6553,793,5,5,6708,0,53,1,0
5851,647,4,4,5921,0,103,1,0
5032,1296,7,7,9362,0,134,1,0
9053,622,7,7,192,0,3,1,1
7350,832,7,7,9398,0,88,1,0
3313,432,5,5,7623,0,47,1,0
8375,567,6,6,8702,0,41,1,0
5315,293,15,16,6615,1,53,1,0
816,2252,12,13,12076,2,22,1,0
1378,1639,4,4,5674,0,95,1,0
15128,94,19,20,15214,1,12,1,1
8064,264,6,6,8377,1,20,0,0
8380,415,6,6,1167,2,16,0,1
9287,487,7,7,9647,0,104,0,0
4362,2127,3,3,4801,0,14,1,0
5640,47,4,4,6338,1,4,0,1
10454,2241,9,9,4701,1,121,1,0
8545,1504,18,19,4728,0,176,1,0
3445,2878,28,29,17979,1,107,1,1
5403,1285,11,11,11786,0,124,0,0
3178,1078,9,9,3229,0,18,1,0
6625,584,14,15,13044,0,13,0,0
13,350,0,0,13,1,53,1,0
9982,2406,27,28,453,0,78,1,0
4161,1696,2,2,4169,0,28,0,0
11990,697,12,13,5550,1,13,0,1
11718,2006,11,11,5990,0,178,1,0
2657,2364,23,24,14224,0,147,0,0
2655,530,1,1,2653,0,23,0,1
8604,1782,23,24,4869,1,159,0,0
7738,1260,12,13,12546,0,14,1,0
6860,1889,14,15,2225,0,136,1,0
5769,1764,24,26,16830,1,3,1,10
4854,242,26,27,13395,0,84,1,1
5026,56,3,3,5075,0,84,0,0
2994,1508,1,1,3005,1,147,0,0
9728,2738,13,14,2216,0,178,0,1
6567,1171,19,20,4970,0,174,0,0
3655,808,3,3,4523,1,91,0,0
745,147,0,0,722,1,107,1,0
3646,53,15,16,2693,0,99,0,1
16017,1032,28,29,10132,1,48,0,0
13212,371,15,16,1611,0,112,0,0
4075,2042,2,2,4074,1,66,1,1
9630,2068,19,20,5917,0,181,0,0
906,2528,4,4,5198,1,20,0,1
1209,2302,4,4,1196,0,71,0,0
4232,1560,5,5,7037,0,28,0,0
16745,2064,24,25,15,0,72,0,0
16703,1423,24,25,16697,1,56,1,1
5954,2733,18,19,14625,0,115,0,0
6245,1109,15,16,10288,0,97,0,0
1715,2754,25,26,11133,0,91,1,0
13749,77,16,17,9943,0,176,1,0
14058,376,17,18,11176,0,89,1,0
337,477,16,17,1331,0,47,0,0
163,1813,6,6,24,2,129,2,0
2532,682,19,20,10697,1,26,1,1
3965,812,28,29,5477,0,98,1,0
4967,586,3,3,24,2,116,2,1
10833,735,28,29,3611,0,21,0,0
1498,683,18,19,12074,0,44,0,0
8536,444,25,26,8891,0,113,0,0
2108,1661,11,11,11771,1,13,1,0
8781,1899,28,29,9863,1,51,1,0
3089,1775,1,1,3103,0,56,1,0
10016,327,10,10,11537,2,114,0,0
851,525,9,9,9407,0,178,1,0
5663,2292,20,21,14867,0,158,1,0
3032,2023,6,6,732,0,101,0,0
14792,849,26,27,8255,0,153,1,0
12837,975,26,27,5733,0,110,0,1
9560,299,8,8,9911,1,62,1,1
11180,915,25,26,7376,0,23,0,0
10304,854,25,26,4789,0,12,1,0
4948,2565,6,6,1943,0,1,1,0
2143,1068,13,14,11077,1,21,1,0
1467,1092,0,0,1454,0,27,0,0
1075,716,17,18,8196,1,118,0,0
9502,308,17,18,688,0,119,0,0
391,534,20,21,1070,1,3,1,1
13928,1556,17,18,8664,0,9,1,1
2819,1488,15,16,24,1,184,2,2
16016,1506,23,24,5950,2,10,0,5
10846,2895,24,25,11048,1,125,0,0
1090,196,0,0,1074,0,101,0,1
2389,1503,1,1,2384,1,56,1,1
2869,1460,1,1,927,1,62,1,0
14298,2398,18,19,11088,1,93,1,1
16957,2994,24,25,24,2,174,2,4
665,770,23,24,16445,1,113,1,0
1400,2309,4,4,6392,1,110,0,0
2547,520,1,1,2549,0,122,1,0
4044,2005,7,7,9286,0,47,0,0
5103,1893,3,3,5144,0,187,0,0
17411,3173,27,28,17876,0,44,1,0
8989,3097,16,17,4434,0,107,0,0
5218,639,24,25,9412,0,85,0,0
2642,203,18,19,6095,0,174,0,0
13851,415,18,19,3588,1,67,0,1
2645,1356,20,21,4799,0,79,1,1
12678,2152,16,17,2147,0,42,0,0
1597,2768,21,22,1588,1,23,0,0
12880,1001,14,15,11637,0,157,1,0
2373,127,1,1,2368,1,46,0,1
9808,2336,8,9,1975,1,144,0,8
12839,663,26,27,4083,2,25,0,4
237,1030,3,3,3574,0,152,0,0
10079,2104,8,8,1386,0,141,1,0
1715,660,17,18,11133,0,91,1,1
705,217,12,13,2937,1,145,1,1
11394,1880,24,25,9756,0,70,0,0
9436,2032,7,7,8345,0,141,1,0
135,1548,21,22,8521,0,36,0,0
754,2833,26,27,971,0,116,1,0
7055,1380,5,5,6317,0,186,1,0
511,2191,3,3,772,0,152,0,0
3172,1048,6,6,6358,0,78,0,0
3930,1704,8,8,1243,0,126,1,0
18042,1587,28,29,13719,2,179,0,1
132,114,9,10,10919,0,94,0,1
11987,2368,12,13,3225,0,64,0,0
2311,2406,5,5,7833,0,5,1,0
2528,201,20,21,13846,1,42,0,1
4819,2253,3,3,4867,0,74,1,0
2386,834,9,9,4916,0,35,0,1
10335,1372,9,9,10579,1,12,0,0
1879,2169,20,21,1866,0,46,0,0
16738,2498,24,25,4575,0,121,0,0
14964,1835,19,20,3904,0,17,0,1
9824,3050,14,15,12936,0,14,1,0
15,1789,7,7,9325,1,72,0,0
14621,2041,18,19,14660,1,22,1,0
3176,201,1,1,24,0,145,2,0
2375,147,15,16,2371,0,110,0,0
238,985,5,5,231,0,39,0,0
933,2650,20,21,15439,1,20,0,0
2099,2791,20,21,10227,0,35,0,0
17681,2231,27,28,637,0,6,1,1
13487,1710,16,17,2164,1,97,0,1
712,676,11,11,1050,1,181,1,1
11322,191,10,10,2790,1,187,1,1
2811,209,28,29,9405,0,155,1,0
6497,1787,20,21,15682,0,138,1,0
4705,1027,11,11,11974,1,127,0,1
4110,2508,26,27,1223,0,56,0,0
5772,2349,6,6,7198,0,95,1,0
9892,1225,16,17,10210,0,20,1,0
3863,2131,16,17,13546,0,147,1,0
10459,1452,27,28,6009,0,157,0,0
1062,864,0,0,1043,1,39,0,1
1585,96,25,26,17245,0,78,1,0
109,108,0,0,108,0,9,1,1
8230,1584,24,25,10247,0,176,1,1
2807,400,12,13,12466,0,186,0,0
5867,15,7,7,5935,0,82,1,0
965,2221,7,7,1093,0,44,1,0
1364,2321,19,20,5168,0,55,1,1
610,2018,9,9,5169,0,158,0,0
13122,1072,15,16,12924,0,49,1,0
1464,2422,24,25,4534,1,138,1,0
802,110,15,16,507,0,107,0,0
17668,2011,27,28,16168,0,13,0,0
14428,1199,18,19,14456,1,21,0,0
2195,1209,1,1,2185,1,108,1,1
4908,837,10,10,11531,0,60,1,0
2396,1469,29,30,2796,0,152,0,0
3981,1675,24,25,5340,1,115,1,0
5324,1068,28,29,1169,0,170,1,0
917,730,1,1,3281,0,114,0,1
13107,11,16,17,13726,2,117,1,1
4637,2203,3,3,4667,1,64,1,0
3267,1832,1,1,3292,1,111,1,1
12645,1916,14,15,3004,1,131,1,0
4398,994,19,20,4412,1,39,0,0
3733,3013,22,23,1992,0,12,0,0
6339,1415,4,4,2487,0,125,1,0
7529,1788,29,30,1773,0,46,0,0
4954,1936,8,8,5506,0,95,1,1
2377,964,17,18,14384,0,35,0,0
551,482,6,6,7946,0,78,1,0
7816,1420,25,26,1703,0,144,1,0
11475,582,23,24,5314,0,71,0,0
18442,2887,29,30,18503,1,138,1,0
908,755,0,0,883,1,135,1,0
