unlock_hour,lock_hour,station_lock,lock_station_name,distance,trip_speed,trip_duration_category,travel_direction,lock_unlock_time_gap_hours
11,11,10,10,1948,55409,0,1,0
13,13,133,133,4214,34103,0,0,0
3,3,171,171,10926,20181,1,0,0
21,22,23,23,7137,31463,0,0,0
8,8,17,17,380,20337,0,1,1
4,14,222,222,8661,53940,1,1,0
2,2,141,141,14452,35884,0,1,0
2,2,105,105,13792,49867,0,0,0
20,21,134,134,10734,26586,0,1,0
0,0,54,54,8710,14074,0,1,0
0,0,125,125,359,1805,0,1,0
2,2,242,242,18556,56825,0,0,0
20,21,85,85,582,50702,0,1,0
21,22,219,219,13301,28568,0,1,0
5,4,200,200,686,41193,0,0,0
6,9,254,254,7714,11604,0,0,1
2,2,169,169,102,26497,0,1,0
16,17,125,125,7364,18485,0,1,0
19,20,156,156,11849,23267,0,1,0
16,17,158,158,10714,21287,0,1,0
16,17,135,135,1001,1054,0,1,0
12,12,83,83,8619,13826,0,0,0
2,2,38,38,24,24,0,2,0
13,2,100,100,9974,33545,1,0,1
12,12,199,199,5172,6765,0,0,0
16,17,171,171,3542,55599,0,1,0
3,3,229,229,7677,11508,0,0,0
20,21,130,130,2376,34073,1,0,0
17,8,226,226,2090,44904,0,1,0
6,6,241,241,8775,48288,1,1,0
5,4,182,182,5453,39370,1,0,0
2,2,42,42,47,47,0,0,0
4,14,97,97,8576,13698,0,1,0
0,0,129,129,7436,52057,0,0,0
3,17,190,190,2898,3362,1,0,1
7,7,160,160,11628,57249,0,1,0
12,12,74,74,3504,12610,0,1,0
8,18,33,33,351,24941,0,0,0
18,19,123,123,1878,14612,1,1,0
12,12,28,28,7873,22529,0,0,0
8,18,53,53,9275,44780,0,0,0
12,12,56,56,8879,51138,0,0,0
11,11,168,168,8912,38796,0,0,0
0,0,17,17,380,386,0,1,0
4,4,182,182,4043,5003,0,0,1
6,6,252,252,2270,54084,0,1,0
9,9,145,145,1928,3361,0,1,0
12,12,15,15,15,15,0,1,0
9,9,48,48,95,96,1,0,0
6,6,210,210,3707,40645,0,0,0
8,18,113,113,570,589,0,1,0
0,0,78,78,5460,8541,1,1,0
9,9,155,155,1447,5588,0,0,0
1,11,58,58,740,44424,0,1,1
5,4,5,5,5511,8551,0,1,0
17,8,201,201,11590,45202,0,0,0
16,17,174,174,2166,15148,0,0,0
17,8,38,38,1563,45212,0,1,0
6,6,256,256,12802,32874,0,0,0
13,13,138,138,5649,57375,0,0,0
7,14,148,148,14255,38926,1,1,1
0,0,101,101,1074,29964,0,0,0
11,18,162,162,8159,22655,0,0,1
2,2,56,56,66,6608,0,0,0
9,9,246,246,6153,37770,0,1,0
5,12,117,117,12748,52757,0,0,1
5,4,135,135,807,5708,0,1,0
3,3,57,57,2824,3268,0,0,0
21,22,162,162,3973,45414,0,0,0
3,3,194,194,10755,37536,0,0,0
15,16,60,60,4716,35350,0,1,0
2,2,206,206,5237,22112,0,0,0
17,17,252,252,7164,44199,0,0,17
8,18,62,62,6412,8989,0,1,0
2,2,81,81,6812,13715,0,1,0
4,14,29,29,5504,50261,1,1,0
4,14,87,87,1207,1282,0,0,0
3,3,56,56,66,66,0,0,0
5,4,49,49,1134,25589,1,0,0
16,17,180,180,2230,7943,0,0,0
21,22,69,69,140,50546,0,1,0
18,19,69,69,17751,57463,0,1,0
0,0,5,5,685,48048,0,1,0
16,17,181,181,832,24646,0,1,0
19,15,77,77,523,11438,0,1,1
2,2,46,46,2535,15780,0,0,0
17,8,34,34,13806,32923,1,1,0
8,18,106,106,795,10958,0,0,0
12,12,159,159,562,6385,0,1,0
2,2,125,125,4586,6106,0,1,0
2,2,169,169,12722,44003,0,1,0
0,7,196,196,18120,54150,0,0,1
4,14,70,70,7052,23429,0,0,0
8,18,62,62,1456,1570,0,0,0
8,18,19,19,16817,48717,0,1,0
0,0,87,87,3441,55073,0,0,0
5,4,124,124,4049,54880,0,1,0
2,2,36,36,2364,55899,0,0,0
19,20,210,210,9116,20873,0,1,0
20,21,103,103,16048,41832,0,1,0
13,13,141,141,2644,10525,0,0,0
5,4,193,193,3871,4745,0,1,0
0,0,67,67,2627,24323,1,1,0
17,8,242,242,4482,14843,0,0,0
7,7,85,85,3955,14594,0,1,0
14,15,239,239,9528,16206,0,0,0
3,17,230,230,18157,54381,0,0,1
12,3,181,181,1908,7484,0,0,1
4,4,76,76,7601,16778,0,0,1
3,3,139,139,3337,54592,0,0,0
5,4,167,167,11286,21303,1,1,0
7,14,218,218,6533,16057,0,1,1
4,14,51,51,10396,49503,1,1,0
7,7,139,139,14302,51729,1,0,0
13,13,48,48,3938,52846,0,0,0
20,21,39,39,3716,19051,0,1,0
12,3,217,217,17650,51095,0,1,1
8,18,106,106,566,26881,0,0,0
17,8,129,129,14459,33401,0,1,0
0,0,122,122,3181,43431,0,0,0
16,17,54,54,1178,10561,0,1,0
0,7,91,91,7218,38481,0,1,1
12,0,141,141,6386,14733,1,0,23
12,12,8,8,1846,35718,0,1,0
7,7,220,220,1836,22501,0,1,0
19,20,145,145,4436,42078,0,1,0
9,9,78,78,2405,54494,0,1,0
21,22,234,234,1478,29019,0,0,0
9,9,103,103,1773,17421,0,0,0
7,14,34,34,24,24,1,2,1
21,22,108,108,4198,48439,0,0,0
16,17,50,50,673,40901,0,0,0
1,1,88,88,3099,26194,0,1,0
14,5,153,153,15910,40828,1,0,1
7,7,164,164,11445,29958,0,0,0
5,4,203,203,6309,10446,1,1,0
5,4,148,148,8613,16596,0,1,0
0,0,158,158,11466,21873,0,1,0
7,7,162,162,7414,22538,0,1,0
18,19,210,210,14300,32720,0,1,0
10,10,54,54,4191,44014,1,0,0
6,6,99,99,15075,53391,1,0,0
9,9,78,78,485,3101,0,1,0
2,2,101,101,3148,42848,0,1,0
0,0,181,181,5708,17691,0,1,0
19,20,181,181,10180,19575,0,1,0
12,12,159,159,2382,25478,0,1,0
13,13,156,156,15102,36474,1,1,0
8,18,161,161,432,12728,0,0,0
7,7,234,234,10131,17937,0,1,0
6,6,194,194,6176,8524,0,0,0
22,5,71,71,10790,19795,0,0,0
13,13,132,132,1409,45805,0,1,0
17,8,42,42,5943,34862,0,0,0
16,20,127,127,1112,1190,0,1,1
3,3,130,130,2940,27686,0,1,0
21,22,128,128,2422,5709,0,0,0
7,7,84,84,2066,2296,0,1,0
13,13,150,150,18560,56859,0,0,0
16,17,11,11,2699,50550,1,1,0
8,8,156,156,11799,23075,1,0,1
16,17,77,77,2334,3544,0,0,0
12,12,7,7,9607,27787,1,1,0
9,9,139,139,6120,8436,0,1,0
16,17,15,15,92,93,0,1,0
11,11,137,137,359,7259,0,0,0
3,3,38,38,1413,12053,0,1,0
7,7,29,29,3713,36454,1,0,0
5,12,15,15,198,26811,0,1,1
6,6,21,21,29,29,0,1,0
6,9,232,232,4579,16722,0,1,1
15,16,139,139,350,4613,0,0,0
19,20,40,40,14264,32548,0,0,0
13,2,145,145,558,576,0,1,1
3,3,124,124,4630,11988,0,0,0
6,6,116,116,64,1307,0,1,0
4,4,51,51,8978,57339,0,0,1
16,17,177,177,8311,13011,1,0,0
13,2,23,23,1829,22606,0,1,1
3,3,208,208,7823,55501,0,0,0
13,13,39,39,7622,11402,1,1,0
13,13,195,195,8994,14743,1,1,0
8,8,117,117,8354,32100,0,1,1
12,12,147,147,6483,34044,0,0,0
4,14,7,7,6146,52216,0,0,0
0,0,73,73,14039,31610,1,1,0
18,19,22,22,569,56025,0,1,0
12,12,177,177,12305,47028,0,0,0
20,21,85,85,7215,26604,0,1,0
14,15,150,150,14370,35815,0,1,0
17,8,120,120,6063,37486,0,0,0
12,12,109,109,8426,53541,0,0,0
17,8,147,147,17102,47265,1,0,0
12,12,240,240,13827,30680,0,0,0
0,0,229,229,2408,51209,1,1,0
12,3,78,78,2103,55791,1,1,1
22,5,221,221,764,18473,0,1,0
5,12,164,164,9204,43438,1,0,1
1,11,47,47,72,72,1,1,1
2,2,77,77,6940,10013,0,0,0
4,14,126,126,2446,26503,0,0,0
13,2,132,132,4659,5935,0,1,1
11,11,207,207,5283,46451,1,0,0
14,5,233,233,1753,56680,0,1,1
17,8,131,131,699,48894,0,0,0
2,0,157,157,468,53451,0,1,1
16,17,52,52,744,773,0,0,0
16,17,195,195,2950,49609,0,1,0
8,18,137,137,15454,48486,1,0,0
2,2,38,38,1914,2115,0,1,0
3,3,234,234,5870,40113,0,0,0
20,21,219,219,5719,40577,0,0,0
16,17,12,12,1415,38537,0,0,0
3,3,195,195,24,24,0,2,0
5,12,8,8,1209,2737,0,0,1
14,15,103,103,1747,8822,0,1,0
8,18,91,91,7516,21122,0,1,0
9,9,13,13,6814,13199,0,0,0
1,11,131,131,230,35596,1,0,1
5,12,166,166,1164,21674,0,1,1
0,0,47,47,4584,35676,0,1,0
11,18,120,120,176,31150,1,0,1
11,18,124,124,7744,13358,0,0,1
16,17,0,0,14251,32458,0,1,0
0,0,246,246,15077,36350,0,1,0
7,7,227,227,16593,47674,0,1,0
21,22,54,54,10768,47053,1,1,0
4,4,129,129,13522,29465,0,0,1
4,14,72,72,882,925,0,0,0
16,17,89,89,4673,5952,0,1,0
17,8,118,118,174,33314,0,0,0
6,6,118,118,6630,24369,0,1,0
19,20,72,72,572,36321,0,0,0
4,14,137,137,5519,7368,0,1,0
16,17,190,190,485,46144,0,0,0
15,16,6,6,6951,10042,0,1,0
0,0,78,78,7946,12151,0,1,0
3,3,34,34,2421,46133,0,1,0
21,13,51,51,12044,23980,0,1,1
7,7,164,164,10770,19732,1,0,0
8,8,229,229,11938,23549,0,1,1
10,12,131,131,3574,17258,0,0,22
21,22,168,168,14639,47258,1,0,0
0,0,176,176,851,52189,0,0,0
16,17,168,168,550,567,0,0,0
21,13,8,8,4748,46079,0,0,1
4,14,187,187,8570,24316,0,1,0
16,17,50,50,1000,16873,0,0,0
12,12,192,192,2565,52756,0,1,0
20,21,11,11,926,56451,0,1,0
4,14,56,56,7912,41289,0,0,0
0,7,36,36,3458,22323,0,1,1
5,4,166,166,3326,46478,0,1,0
3,3,239,239,6924,9980,0,1,0
16,17,87,87,5025,6502,0,0,0
21,22,101,101,1435,5167,0,0,0
11,11,149,149,5714,32709,0,1,0
11,11,217,217,5323,34162,0,0,0
8,18,121,121,2393,9838,0,1,0
0,7,105,105,6902,9933,0,0,1
21,22,78,78,10975,20314,1,0,0
12,12,51,51,7150,35686,0,0,0
21,22,172,172,1876,41434,0,0,0
12,12,45,45,2371,4374,0,0,0
1,1,60,60,805,40144,0,1,0
18,19,162,162,15818,40304,0,0,0
0,0,181,181,2814,26449,0,1,0
12,12,95,95,7725,11624,0,0,0
8,18,174,174,4542,5979,0,0,0
9,9,21,21,22,54699,0,1,0
8,18,19,19,7288,10725,1,0,0
13,13,165,165,6839,9814,0,1,0
0,0,36,36,4803,44217,1,1,0
8,18,209,209,15889,40740,0,0,0
16,17,222,222,9513,31471,0,1,0
6,6,182,182,8771,43577,0,0,0
2,2,198,198,5515,7360,0,1,0
3,3,122,122,6514,40535,0,0,0
2,2,57,57,2849,24347,0,1,0
18,19,12,12,6677,57663,0,1,0
22,5,213,213,7977,15201,0,0,0
5,12,15,15,11985,23729,0,1,1
2,2,120,120,3157,55133,0,0,0
7,7,94,94,11562,48558,0,1,0
11,11,79,79,2750,38202,1,0,0
23,16,115,115,15992,41288,1,0,1
14,15,217,217,16512,54902,1,1,0
12,12,34,34,871,913,0,1,0
20,21,57,57,13502,30131,0,1,0
9,9,151,151,2202,50630,0,0,0
13,13,11,11,9153,37685,1,1,0
5,4,18,18,4013,4958,0,0,0
3,3,77,77,8091,56509,0,0,0
11,11,52,52,5524,10325,0,1,0
3,3,41,41,46,46,1,0,0
17,8,78,78,18403,55931,1,1,0
4,14,135,135,795,831,0,1,0
4,14,39,39,7272,37274,0,1,0
2,2,147,147,2111,2352,0,0,0
13,13,83,83,2183,14624,0,0,0
3,3,15,15,9693,25255,0,1,0
6,6,200,200,6987,31446,0,1,0
2,2,242,242,3255,3856,0,0,0
17,8,222,222,4441,51170,1,0,0
2,2,132,132,5694,7668,0,0,0
2,2,85,85,7017,10171,0,1,0
19,13,174,174,24,24,0,2,11
12,12,192,192,17084,54817,1,1,0
21,22,25,25,7533,11207,1,1,0
7,7,60,60,4392,50339,0,1,0
9,22,124,124,5088,21372,0,1,1
16,17,131,131,206,209,1,0,0
7,7,114,114,7264,10683,0,0,0
3,17,204,204,9891,20343,1,1,1
0,0,45,45,50,50,0,1,0
2,2,55,55,4906,6314,1,0,0
9,22,36,36,560,22747,0,1,1
22,5,160,160,5981,40515,0,0,0
6,6,162,162,9056,24678,0,0,0
7,7,208,208,3860,43883,0,1,0
22,5,101,101,4601,5850,0,1,0
8,18,18,18,9598,34530,0,0,0
13,13,241,241,4810,26819,0,1,0
9,9,141,141,6937,14256,1,0,0
0,0,80,80,5116,36522,0,1,0
9,9,55,55,64,64,0,0,0
16,17,76,76,667,19934,0,0,0
10,10,251,251,8776,14212,0,0,0
15,16,238,238,187,46588,0,1,0
2,2,233,233,9046,23774,0,1,0
0,0,76,76,97,98,0,0,0
3,17,177,177,2207,23380,0,1,1
21,22,129,129,3243,3843,0,0,0
6,6,92,92,121,123,1,1,0
7,7,256,256,5777,7817,0,1,0
16,17,59,59,14223,32353,0,1,0
2,2,220,220,1572,31950,0,0,0
5,12,54,54,8710,56359,0,1,1
3,3,108,108,8005,12290,0,0,0
13,13,145,145,10016,28933,0,0,0
20,21,100,100,11020,20430,0,1,0
8,18,55,55,4906,22600,1,0,0
3,3,243,243,2255,15516,0,0,0
1,1,133,133,4118,30096,0,1,0
2,2,39,39,4562,42739,0,1,0
2,0,224,224,1756,1925,0,1,1
16,20,94,94,3046,56830,0,0,1
16,17,15,15,7169,17726,0,0,0
11,18,44,44,376,27294,0,0,1
0,0,227,227,1857,2046,0,0,0
5,12,36,36,12298,29815,1,0,1
0,0,21,21,224,44475,0,0,0
7,7,81,81,4408,7700,0,0,0
12,12,107,107,9543,49109,0,1,0
8,7,200,200,16823,52951,0,0,12
14,15,81,81,504,37659,0,0,0
1,11,218,218,9561,16308,1,0,1
2,2,34,34,4471,6483,0,1,0
2,2,234,234,1478,1594,0,0,0
6,9,218,218,577,597,0,0,1
17,6,67,67,7046,55629,0,1,1
13,2,13,13,14745,34719,0,1,1
14,15,160,160,786,51056,0,1,0
9,22,7,7,518,4440,0,1,1
16,17,187,187,7650,38754,0,1,0
22,5,15,15,91,10498,0,0,0
13,13,52,52,2512,15110,0,1,0
5,4,160,160,13006,27485,0,0,0
16,17,128,128,4523,5729,1,0,0
5,4,169,169,2640,21511,0,1,0
8,18,45,45,7313,49937,0,1,0
7,7,199,199,2530,21355,0,1,0
15,16,144,144,4329,27979,1,0,0
7,7,171,171,5549,8481,0,0,0
8,8,199,199,2823,3267,0,0,1
11,18,51,51,4485,36624,0,1,1
12,12,166,166,1621,13811,0,1,0
2,2,98,98,3998,16218,1,0,0
12,12,111,111,9209,37106,1,1,0
2,2,14,14,8532,13586,0,1,0
23,23,63,63,8150,12636,0,0,0
0,0,127,127,15774,40057,0,1,0
11,11,69,69,4991,37975,0,0,0
12,3,230,230,14465,33425,0,0,1
3,3,151,151,13579,29718,0,1,0
16,17,2,2,17605,50750,0,0,0
9,9,78,78,2405,55370,0,1,0
11,11,86,86,226,12570,0,1,0
2,2,131,131,5561,17917,1,0,0
13,13,95,95,6554,53969,0,0,0
12,12,174,174,4156,36538,0,1,0
17,8,137,137,692,40310,0,1,0
12,3,177,177,16861,45866,1,0,1
7,7,143,143,13539,30810,0,0,0
2,2,194,194,8654,13916,0,1,0
2,2,65,65,2213,46638,0,1,0
5,16,109,109,842,39356,1,1,13
5,4,135,135,2141,12536,0,0,0
1,1,218,218,5617,49927,0,1,0
21,22,62,62,73,73,1,0,0
3,17,240,240,9900,17291,0,0,1
1,1,227,227,8113,23940,0,1,0
19,20,164,164,9936,25739,0,1,0
5,4,113,113,7779,11764,1,0,0
4,14,129,129,655,38704,0,0,0
7,7,90,90,2885,7688,1,1,0
2,2,113,113,16711,44937,1,1,0
7,7,218,218,4575,21079,0,0,0
18,19,160,160,1632,28481,0,0,0
8,18,107,107,1038,1095,0,1,0
4,14,224,224,5606,34176,0,1,0
19,15,185,185,10589,19243,0,0,1
0,0,65,65,4693,24349,0,1,0
15,16,87,87,9924,41562,0,1,0
7,7,164,164,6480,30219,0,0,0
8,18,76,76,2628,50211,0,0,0
6,6,35,35,6689,9540,0,0,0
12,12,178,178,935,14252,0,1,0
16,20,107,107,7356,44823,0,1,1
